name,api success fail
6b2a26456bcaa40a6c8931abba6b0574c1b7767e.exe,"GetNativeSystemInfo 1 0,NtOpenSection 0 3,RegCloseKey 64 0,NtReadFile 2 0,NtDuplicateObject 5 0,GetSystemInfo 2 0,RegQueryValueExA 26 43,WSAStartup 1 0,GetSystemWindowsDirectoryW 1 0,NtQueryValueKey 0 2,RegCreateKeyExA 2 0,GetFileAttributesW 23 0,OpenServiceW 2 0,RegQueryValueExW 0 3,NtFreeVirtualMemory 16 0,FindFirstFileExW 8 167,NtMapViewOfSection 4 0,GetFileSize 3 0,RegOpenKeyExW 3 1,NtDelayExecution 4 0,connect 0 3,NtAllocateVirtualMemory 23 0,RegOpenKeyExA 61 363,LdrGetDllHandle 703 0,OleInitialize 1 0,NtOpenFile 2 0,GetUserNameW 1 0,CoCreateInstance 1 0,NtUnmapViewOfSection 1 0,NtQueryDirectoryFile 8 8,SetUnhandledExceptionFilter 0 1,GetTempPathW 2 0,NtCreateFile 6 78,GetSystemTimeAsFileTime 1 0,CertOpenSystemStoreA 1 0,RegEnumKeyExA 14 2,closesocket 3 0,NtCreateMutant 4 0,SHGetFolderPathW 164 0,NtCreateSection 4 0,socket 4 0,GetUserNameA 2 0,NtOpenKey 2 0,NtOpenMutant 0 4,OpenSCManagerW 1 0,LdrGetProcedureAddress 844 0,RegSetValueExA 1 0,StartServiceA 1 0,NtOpenDirectoryObject 1 0,SetFileAttributesW 3 0,SetFileTime 3 0,LdrLoadDll 30 0,LookupPrivilegeValueW 8 0,InternetCrackUrlA 8 0,UuidCreate 1 0,NtQueryInformationFile 2 0,NtClose 39 0,"
06f88502e0e498c75d3f03e5931e9d5aab9d7d5f.exe,"GetNativeSystemInfo 1 0,NtOpenSection 0 3,RegCloseKey 64 0,NtReadFile 2 0,NtDuplicateObject 5 0,GetSystemInfo 2 0,RegQueryValueExA 26 43,WSAStartup 1 0,GetSystemWindowsDirectoryW 1 0,NtQueryValueKey 0 2,RegCreateKeyExA 2 0,GetFileAttributesW 23 0,OpenServiceW 2 0,RegQueryValueExW 0 3,NtFreeVirtualMemory 5 0,FindFirstFileExW 8 167,NtMapViewOfSection 4 0,GetFileSize 3 0,RegOpenKeyExW 3 1,NtDelayExecution 4 0,connect 0 3,NtAllocateVirtualMemory 17 0,RegOpenKeyExA 62 363,LdrGetDllHandle 703 0,OleInitialize 1 0,NtOpenFile 2 0,GetUserNameW 1 0,CoCreateInstance 1 0,NtUnmapViewOfSection 1 0,NtQueryDirectoryFile 8 8,SetUnhandledExceptionFilter 0 1,GetTempPathW 2 0,NtCreateFile 6 78,GetSystemTimeAsFileTime 1 0,CertOpenSystemStoreA 1 0,RegEnumKeyExA 14 2,closesocket 3 0,NtCreateMutant 4 0,SHGetFolderPathW 164 0,NtCreateSection 4 0,socket 4 0,GetUserNameA 2 0,NtOpenKey 2 0,NtOpenMutant 0 4,OpenSCManagerW 1 0,LdrGetProcedureAddress 843 0,RegSetValueExA 1 0,StartServiceA 1 0,NtOpenDirectoryObject 1 0,SetFileAttributesW 3 0,SetFileTime 3 0,LdrLoadDll 29 0,LookupPrivilegeValueW 8 0,InternetCrackUrlA 8 0,UuidCreate 1 0,NtQueryInformationFile 2 0,NtClose 39 0,"
3d7ddd0abd8b6ee17f4fe450cee05b275a593f8c.exe,"GetNativeSystemInfo 1 0,NtOpenSection 0 3,RegCloseKey 64 0,NtReadFile 2 0,NtDuplicateObject 5 0,GetSystemInfo 2 0,RegQueryValueExA 26 43,WSAStartup 1 0,GetSystemWindowsDirectoryW 1 0,NtQueryValueKey 0 2,RegCreateKeyExA 2 0,GetFileAttributesW 23 0,OpenServiceW 2 0,RegQueryValueExW 0 3,NtFreeVirtualMemory 5 0,FindFirstFileExW 8 167,NtMapViewOfSection 4 0,GetFileSize 3 0,RegOpenKeyExW 3 1,NtDelayExecution 4 0,connect 0 3,NtAllocateVirtualMemory 17 0,RegOpenKeyExA 63 363,LdrGetDllHandle 703 0,OleInitialize 1 0,NtOpenFile 2 0,GetUserNameW 1 0,CoCreateInstance 1 0,NtUnmapViewOfSection 1 0,NtQueryDirectoryFile 8 8,SetUnhandledExceptionFilter 0 1,GetTempPathW 2 0,NtCreateFile 6 78,GetSystemTimeAsFileTime 1 0,CertOpenSystemStoreA 1 0,RegEnumKeyExA 14 2,closesocket 3 0,NtCreateMutant 4 0,SHGetFolderPathW 164 0,NtCreateSection 4 0,socket 4 0,GetUserNameA 2 0,NtOpenKey 2 0,NtOpenMutant 0 4,OpenSCManagerW 1 0,LdrGetProcedureAddress 843 0,RegSetValueExA 1 0,StartServiceA 1 0,NtOpenDirectoryObject 1 0,SetFileAttributesW 3 0,SetFileTime 3 0,LdrLoadDll 29 0,LookupPrivilegeValueW 8 0,InternetCrackUrlA 8 0,UuidCreate 1 0,NtQueryInformationFile 2 0,NtClose 39 0,"
23bc832e452cbe1ab72f0f067be5517b82cec116.exe,"__exception__ 1 0,LdrGetDllHandle 1 0,NtTerminateProcess 0 1,LdrGetProcedureAddress 1 0,RegOpenKeyExW 0 1,"
3ed417b43ccf3a6be330bd2618774d8e22c73f4a.exe,"GetNativeSystemInfo 3 0,LdrUnloadDll 1 0,NtOpenSection 0 3,CoUninitialize 1 0,RegCloseKey 69 0,NtReadFile 2 0,WriteProcessMemory 5 0,NtSetContextThread 1 0,RegQueryValueExA 26 47,NtCreateFile 4 78,NtResumeThread 1 0,NtTerminateProcess 1 2,NtClose 71 0,RegCreateKeyExA 2 0,GetFileAttributesW 23 0,OpenServiceW 2 0,RegQueryValueExW 1 0,NtMapViewOfSection 5 0,FindFirstFileExW 8 194,SizeofResource 2 0,GetFileSize 3 0,GetUserNameW 1 0,RegOpenKeyExW 3 17,NtDelayExecution 6 0,NtDuplicateObject 8 0,InternetCrackUrlA 8 0,connect 0 3,NtAllocateVirtualMemory 18 0,ReadProcessMemory 1 0,RegOpenKeyExA 64 420,LdrGetDllHandle 9 2,OpenSCManagerW 1 0,OleInitialize 2 1,NtOpenFile 2 0,SHGetFolderPathW 188 0,CreateThread 1 0,CoCreateInstance 1 0,NtUnmapViewOfSection 1 0,NtQueryDirectoryFile 8 8,SetUnhandledExceptionFilter 0 2,GetTempPathW 2 0,NtFreeVirtualMemory 5 1,GetSystemTimeAsFileTime 1 0,CertOpenSystemStoreA 1 0,RegEnumKeyExA 16 4,closesocket 3 0,NtCreateMutant 4 0,socket 4 0,WSAStartup 1 0,UuidCreate 1 0,NtCreateSection 5 0,NtGetContextThread 1 0,GetUserNameA 2 0,NtOpenKey 3 0,NtOpenMutant 0 4,LoadResource 1 0,LdrGetProcedureAddress 66 0,RegSetValueExA 1 0,StartServiceA 1 0,SetFileAttributesW 3 0,SetFileTime 3 0,LdrLoadDll 36 0,LookupPrivilegeValueW 8 0,GetSystemWindowsDirectoryW 1 0,FindResourceA 1 0,NtQueryInformationFile 2 0,CreateProcessInternalW 1 0,NtQueryValueKey 0 3,"
3f8564b692029057503e1d5292df2a221d69be5a.exe,"GetNativeSystemInfo 1 0,NtOpenSection 0 3,RegCloseKey 65 0,NtReadFile 2 0,NtDuplicateObject 5 0,GetSystemInfo 2 0,RegQueryValueExA 26 43,WSAStartup 1 0,LookupPrivilegeValueW 8 0,NtClose 40 0,RegCreateKeyExA 2 0,GetFileAttributesW 23 0,OpenServiceW 2 0,RegQueryValueExW 1 3,NtFreeVirtualMemory 16 0,FindFirstFileExW 8 167,NtMapViewOfSection 4 0,GetFileSize 3 0,RegOpenKeyExW 4 1,NtDelayExecution 3 0,connect 0 2,NtAllocateVirtualMemory 23 1,RegOpenKeyExA 62 363,NtOpenDirectoryObject 1 0,NtQuerySystemInformation 1 0,OleInitialize 1 0,NtOpenFile 2 0,GetUserNameW 1 0,NtUnmapViewOfSection 1 0,CoCreateInstance 1 0,GetSystemDirectoryW 2 0,NtQueryDirectoryFile 8 8,SetUnhandledExceptionFilter 0 1,GetTempPathW 2 0,NtCreateFile 6 78,GetSystemTimeAsFileTime 2 0,CertOpenSystemStoreA 1 0,RegEnumKeyExA 14 2,closesocket 2 0,NtCreateMutant 4 0,NtProtectVirtualMemory 3 0,SHGetFolderPathW 164 0,LdrGetDllHandle 705 2,NtCreateSection 4 0,socket 3 0,GetUserNameA 2 0,NtOpenKey 3 0,NtOpenMutant 0 4,OpenSCManagerW 1 0,LdrGetProcedureAddress 848 0,RegSetValueExA 1 0,StartServiceA 1 0,SetFileAttributesW 3 0,SetFileTime 3 0,LdrLoadDll 31 0,GetSystemWindowsDirectoryW 1 0,InternetCrackUrlA 6 0,UuidCreate 1 0,NtQueryInformationFile 2 0,NtQueryValueKey 0 3,"
0d766eb9c937abe8a0785fcacb0dbf64159a85d0.exe,"GetNativeSystemInfo 1 0,NtOpenSection 0 3,RegCloseKey 65 0,NtReadFile 2 0,NtDuplicateObject 5 0,GetSystemInfo 2 0,RegQueryValueExA 26 43,WSAStartup 1 0,LookupPrivilegeValueW 8 0,NtClose 50 0,RegCreateKeyExA 2 0,GetFileAttributesW 23 0,OpenServiceW 2 0,RegQueryValueExW 1 3,NtOpenDirectoryObject 1 0,FindFirstFileExW 4 161,NtMapViewOfSection 4 0,GetFileSize 3 0,RegOpenKeyExW 11 2,NtDelayExecution 3 0,StartServiceA 1 0,connect 0 3,NtAllocateVirtualMemory 26 0,RegOpenKeyExA 59 362,NtFreeVirtualMemory 5 0,NtQuerySystemInformation 1 0,NtEnumerateValueKey 0 1,OleInitialize 1 0,NtOpenFile 2 0,GetUserNameW 1 0,NtUnmapViewOfSection 1 0,CoCreateInstance 1 0,GetSystemDirectoryW 2 0,NtQueryDirectoryFile 4 4,SetUnhandledExceptionFilter 0 1,GetTempPathW 2 0,NtCreateFile 4 78,GetSystemTimeAsFileTime 2 0,CertOpenSystemStoreA 1 0,RegEnumKeyExA 14 2,closesocket 3 0,NtCreateMutant 4 0,NtProtectVirtualMemory 3 0,SHGetFolderPathW 157 0,LdrGetDllHandle 696 2,NtCreateSection 4 0,socket 3 0,GetUserNameA 2 0,NtOpenKey 14 9,NtOpenMutant 0 4,OpenSCManagerW 1 0,LdrGetProcedureAddress 839 0,RegSetValueExA 1 0,NtEnumerateKey 1 1,SetFileAttributesW 3 0,SetFileTime 3 0,LdrLoadDll 31 0,GetSystemWindowsDirectoryW 1 0,InternetCrackUrlA 6 0,UuidCreate 1 0,NtQueryInformationFile 2 0,NtQueryValueKey 2 9,"
9d1b94d80faa4726043afcbac04f7f914a2ee638.exe,"RegCloseKey 5 0,GetSystemTimeAsFileTime 1 0,GetSystemInfo 2 0,RegQueryValueExA 0 2,NtUnmapViewOfSection 1 0,LdrGetProcedureAddress 806 0,RegOpenKeyExW 7 2,RegOpenKeyExA 2 0,__exception__ 1 0,NtCreateFile 2 0,NtClose 2 0,NtAllocateVirtualMemory 9 0,LdrLoadDll 13 0,NtTerminateProcess 0 1,LdrGetDllHandle 700 0,RegQueryValueExW 0 3,NtFreeVirtualMemory 1 0,NtOpenDirectoryObject 1 0,"
5d9ad5a293f4c11dc3796f04e7d9006c5661218f.exe,"NtOpenSection 0 4,GetVolumePathNameW 2 0,GetForegroundWindow 1223 0,GetFileVersionInfoSizeW 2 0,GetAdaptersAddresses 4 4,GetFileAttributesW 45 8,NtReadVirtualMemory 15 0,InternetGetConnectedStateExA 2 0,RegOpenKeyExW 260 163,NtDelayExecution 440 0,SetErrorMode 34 0,GetFileInformationByHandle 1 0,RegOpenKeyExA 90 12,GetCursorPos 108 0,RtlRemoveVectoredExceptionHandler 2 0,SetFilePointerEx 6 0,GetUserNameW 1 0,RegEnumValueW 3 0,GetTempPathW 1 0,NtCreateFile 60 8,GetSystemTimeAsFileTime 78 0,GlobalMemoryStatusEx 3 0,LoadResource 57 0,SetFileAttributesW 1 0,sendto 6 0,CoGetClassObject 5 0,NtQueryInformationFile 22 0,RegCreateKeyExW 508 0,DeviceIoControl 4 0,NtQueryKey 1267 4,OpenServiceA 2 0,WriteProcessMemory 269 0,RegQueryValueExA 14 79,EnumWindows 8 0,OpenServiceW 3 0,NtEnumerateValueKey 150 1,NtQueryValueKey 384 232,getsockname 4 0,RegQueryValueExW 77 238,CreateActCtxW 9 1,CreateDirectoryExW 3 0,NtDeviceIoControlFile 43 4,NtReadFile 17 6,NtWriteFile 34 0,LdrGetDllHandle 4293 36,CryptGenKey 1 0,NtQuerySystemInformation 197 0,NtSetValueKey 23 0,LoadStringA 1 0,CreateThread 16 0,GetSystemDirectoryW 7 0,LoadStringW 201 0,GetVolumeNameForVolumeMountPointW 4 3,NtProtectVirtualMemory 231 0,CertCreateCertificateContext 2 0,CoInitializeEx 17 6,RegDeleteValueW 0 9,GlobalMemoryStatus 194 0,socket 12 0,RegSetValueExW 490 0,LdrGetProcedureAddress 6495 4,NtOpenThread 5 0,CopyFileW 1 0,RegSetValueExA 1 0,NtEnumerateKey 126 22,NtOpenDirectoryObject 3 0,SetEndOfFile 1 0,LdrLoadDll 172 1,UuidCreate 15 0,WriteConsoleW 1 0,CreateToolhelp32Snapshot 22 0,CoUninitialize 23 0,RegCloseKey 856 43,LookupAccountSidW 58 58,GetBestInterfaceEx 2 2,GetNativeSystemInfo 4 0,NtSetInformationFile 6 0,NtCreateKey 131 0,WSAStartup 8 0,NtTerminateThread 2 0,NtTerminateProcess 3 6,SendNotifyMessageW 2 0,CryptCreateHash 7 0,CreateRemoteThread 3 6,GetSystemMetrics 593 1,NtCreateThreadEx 3 0,GetFileSize 0 13,InternetQueryOptionA 5 0,NtAllocateVirtualMemory 192 0,ReadProcessMemory 112 0,CreateDirectoryW 1 10,DeleteFileW 3 0,SHGetFolderPathW 25 0,listen 2 0,GetComputerNameW 2 0,NtResumeThread 11 0,CryptAcquireContextA 1 0,GetFileSizeEx 3 0,CoCreateInstance 48 3,CryptAcquireContextW 7 0,CryptDecodeObjectEx 133 0,FindFirstFileExW 29 4,closesocket 8 0,CryptUnprotectData 1 0,GetFileInformationByHandleEx 2 0,SetFileInformationByHandle 1 0,NtCreateSection 22 0,GetTimeZoneInformation 1 0,NtOpenMutant 0 10,GetFileType 17 0,CreateProcessInternalW 2 0,NtDuplicateObject 65 0,GetSystemWindowsDirectoryA 2 0,RegCreateKeyExA 1 0,DrawTextExW 20 0,InternetCrackUrlW 1 0,GetSystemInfo 14 0,FindWindowW 3 1,GetSystemWindowsDirectoryW 2 0,NtClose 3264 6,RegDeleteKeyW 0 1,NtOpenProcess 535 22,CryptHashData 28 0,NtFreeVirtualMemory 78 1,Process32NextW 696 22,SizeofResource 55 0,NtMapViewOfSection 36 0,Process32FirstW 22 0,GetKeyState 617 0,LdrUnloadDll 45 0,CertOpenStore 5 0,OleInitialize 0 2,NtOpenFile 40 0,RegQueryInfoKeyW 5 0,SetFilePointer 33 0,NtUnmapViewOfSection 55 10,NtQueryDirectoryFile 69 41,SetUnhandledExceptionFilter 0 1,NtQueryAttributesFile 6 1,NtCreateMutant 685 0,GetAddrInfoW 0 1,bind 4 0,NtOpenKey 152 45,OpenSCManagerW 3 0,FindResourceW 55 0,CertControlStore 16 0,CryptProtectData 3 0,GetFileVersionInfoW 2 0,NtOpenKeyEx 467 312,OpenSCManagerA 2 0,FindResourceA 1 0,"
003c10125d80ba6cdbb05bc9aa047c7dbaa6b7ff.exe,"GetNativeSystemInfo 1 0,NtOpenSection 0 3,RegCloseKey 64 0,NtReadFile 2 0,NtDuplicateObject 5 0,GetSystemInfo 2 0,RegQueryValueExA 26 43,WSAStartup 1 0,GetSystemWindowsDirectoryW 1 0,NtQueryValueKey 0 2,RegCreateKeyExA 2 0,GetFileAttributesW 23 0,OpenServiceW 2 0,RegQueryValueExW 0 3,NtFreeVirtualMemory 16 0,FindFirstFileExW 8 167,NtMapViewOfSection 4 0,GetFileSize 3 0,RegOpenKeyExW 3 1,NtDelayExecution 4 0,connect 0 3,NtAllocateVirtualMemory 23 0,RegOpenKeyExA 61 363,LdrGetDllHandle 703 0,OleInitialize 1 0,NtOpenFile 2 0,GetUserNameW 1 0,CoCreateInstance 1 0,NtUnmapViewOfSection 1 0,NtQueryDirectoryFile 8 8,SetUnhandledExceptionFilter 0 1,GetTempPathW 2 0,NtCreateFile 6 78,GetSystemTimeAsFileTime 1 0,CertOpenSystemStoreA 1 0,RegEnumKeyExA 14 2,closesocket 3 0,NtCreateMutant 4 0,SHGetFolderPathW 164 0,NtCreateSection 4 0,socket 4 0,GetUserNameA 2 0,NtOpenKey 2 0,NtOpenMutant 0 4,OpenSCManagerW 1 0,LdrGetProcedureAddress 844 0,RegSetValueExA 1 0,StartServiceA 1 0,NtOpenDirectoryObject 1 0,SetFileAttributesW 3 0,SetFileTime 3 0,LdrLoadDll 30 0,LookupPrivilegeValueW 8 0,InternetCrackUrlA 8 0,UuidCreate 1 0,NtQueryInformationFile 2 0,NtClose 39 0,"
8b8f4bbf655aba6af98bd74b8a116b0899b796c4.exe,"GetNativeSystemInfo 3 0,NtOpenSection 0 3,RegCloseKey 74 0,NtReadFile 2 0,NtDuplicateObject 8 0,GetSystemInfo 2 0,RegQueryValueExA 26 49,WSAStartup 1 0,LookupPrivilegeValueW 8 0,NtQueryValueKey 0 2,RegCreateKeyExA 2 0,GetFileAttributesW 23 0,OpenServiceW 2 0,RegQueryValueExW 1 3,NtFreeVirtualMemory 5 0,FindFirstFileExW 8 194,NtMapViewOfSection 4 0,GetFileSize 3 0,RegOpenKeyExW 7 18,NtDelayExecution 3 0,connect 0 2,NtAllocateVirtualMemory 17 0,RegOpenKeyExA 66 420,LdrGetDllHandle 779 0,OleInitialize 1 0,NtOpenFile 2 0,GetUserNameW 1 0,CoCreateInstance 1 0,NtUnmapViewOfSection 1 0,NtQueryDirectoryFile 8 8,SetUnhandledExceptionFilter 0 1,GetTempPathW 2 0,NtCreateFile 971 78,GetSystemTimeAsFileTime 1 0,CertOpenSystemStoreA 1 0,RegEnumKeyExA 16 4,closesocket 2 0,NtCreateMutant 4 0,SHGetFolderPathW 188 0,NtCreateSection 4 0,socket 3 0,GetUserNameA 2 0,NtOpenKey 2 0,NtOpenMutant 0 4,OpenSCManagerW 1 0,LdrGetProcedureAddress 910 0,RegSetValueExA 1 0,StartServiceA 1 0,NtOpenDirectoryObject 1 0,SetFileAttributesW 3 0,SetFileTime 3 0,LdrLoadDll 28 0,GetSystemWindowsDirectoryW 1 0,InternetCrackUrlA 6 0,UuidCreate 1 0,NtQueryInformationFile 2 0,NtClose 1020 0,"
2b84fe732284dfdccefdfbe59a643e5a6b231158.exe,"NtOpenSection 0 3,GetVolumePathNameW 2 0,GetForegroundWindow 1252 0,GetFileVersionInfoSizeW 2 0,GetAdaptersAddresses 2 2,GetFileAttributesW 25 3,NtReadVirtualMemory 10 0,InternetGetConnectedStateExA 1 0,RegOpenKeyExW 151 48,NtDelayExecution 429 0,SetErrorMode 18 0,GetFileInformationByHandle 1 0,RegOpenKeyExA 77 7,GetCursorPos 110 0,RtlRemoveVectoredExceptionHandler 1 0,GetTempPathW 1 0,NtCreateFile 36 7,GetSystemTimeAsFileTime 43 0,GlobalMemoryStatusEx 3 0,LoadResource 55 0,SetFileAttributesW 1 0,sendto 6 0,NtQueryInformationFile 9 0,RegCreateKeyExW 539 0,DeviceIoControl 2 0,NtQueryKey 324 2,OpenServiceA 2 0,WriteProcessMemory 264 0,RegQueryValueExA 0 77,EnumWindows 10 0,OpenServiceW 2 0,NtQueryValueKey 178 119,getsockname 4 0,RegQueryValueExW 51 158,CreateActCtxW 3 1,NtDeviceIoControlFile 24 1,NtReadFile 17 3,NtWriteFile 6 0,LdrGetDllHandle 4066 19,NtQuerySystemInformation 211 0,NtSetValueKey 6 0,CreateDirectoryExW 1 0,CreateThread 11 0,GetSystemDirectoryW 4 0,LoadStringW 24 0,GetVolumeNameForVolumeMountPointW 4 3,NtProtectVirtualMemory 231 0,CertCreateCertificateContext 2 0,CoInitializeEx 8 0,RegDeleteValueW 0 2,GlobalMemoryStatus 208 0,socket 12 0,RegSetValueExW 516 0,LdrGetProcedureAddress 5987 0,NtOpenThread 3 0,CopyFileW 1 0,NtEnumerateKey 2 1,NtOpenDirectoryObject 3 0,LdrLoadDll 104 0,UuidCreate 6 0,WriteConsoleW 1 0,CreateToolhelp32Snapshot 23 0,CoUninitialize 12 0,RegCloseKey 762 0,LookupAccountSidW 58 58,GetBestInterfaceEx 1 1,GetNativeSystemInfo 4 0,NtCreateKey 3 0,WSAStartup 5 0,NtTerminateThread 1 0,NtTerminateProcess 2 4,CryptCreateHash 7 0,CreateRemoteThread 3 5,GetSystemMetrics 444 0,NtCreateThreadEx 3 0,GetFileSize 0 7,InternetQueryOptionA 1 0,NtAllocateVirtualMemory 130 0,ReadProcessMemory 112 0,CreateDirectoryW 1 4,DeleteFileW 3 0,SHGetFolderPathW 23 0,listen 2 0,GetComputerNameW 1 0,NtResumeThread 10 0,GetFileSizeEx 3 0,CoCreateInstance 19 2,CryptAcquireContextW 7 0,CryptDecodeObjectEx 83 0,FindFirstFileExW 17 4,closesocket 8 0,GetFileInformationByHandleEx 2 0,SetFileInformationByHandle 1 0,NtCreateSection 8 0,NtOpenMutant 0 10,GetFileType 14 0,CreateProcessInternalW 2 0,NtDuplicateObject 47 0,GetSystemWindowsDirectoryA 1 0,DrawTextExW 20 0,InternetCrackUrlW 1 0,GetSystemInfo 8 0,FindWindowW 2 1,NtClose 2510 6,NtOpenProcess 546 23,CryptHashData 25 0,NtFreeVirtualMemory 37 1,Process32NextW 713 23,SizeofResource 54 0,NtMapViewOfSection 11 0,Process32FirstW 23 0,GetKeyState 622 0,LdrUnloadDll 32 0,CertOpenStore 4 0,NtOpenFile 10 0,SetFilePointer 28 0,NtUnmapViewOfSection 20 0,NtQueryDirectoryFile 5 6,SetUnhandledExceptionFilter 0 1,NtQueryAttributesFile 2 0,NtCreateMutant 693 0,GetAddrInfoW 0 1,bind 4 0,NtOpenKey 86 38,OpenSCManagerW 2 0,FindResourceW 55 0,CertControlStore 10 0,GetFileVersionInfoW 2 0,NtOpenKeyEx 157 122,OpenSCManagerA 2 0,"
9af03a46ab15a6acd606e174b26b4dea5b8e57ce.exe,"NtOpenSection 0 3,GetVolumePathNameW 2 0,GetForegroundWindow 1228 0,GetFileVersionInfoSizeW 2 0,GetAdaptersAddresses 2 2,GetFileAttributesW 25 3,NtReadVirtualMemory 10 0,InternetGetConnectedStateExA 1 0,RegOpenKeyExW 150 49,NtDelayExecution 445 0,SetErrorMode 18 0,GetFileInformationByHandle 1 0,RegOpenKeyExA 77 7,GetCursorPos 114 0,CertCreateCertificateContext 2 0,GetTempPathW 1 0,NtCreateFile 40 7,GetSystemTimeAsFileTime 46 0,GlobalMemoryStatusEx 3 0,LoadResource 55 0,SetFileAttributesW 1 0,sendto 6 0,NtQueryInformationFile 9 0,RegCreateKeyExW 547 0,DeviceIoControl 2 0,NtQueryKey 496 2,OpenServiceA 2 0,WriteProcessMemory 264 0,RegQueryValueExA 0 77,EnumWindows 10 0,OpenServiceW 2 0,NtQueryValueKey 209 141,getsockname 4 0,RegQueryValueExW 52 160,CreateActCtxW 3 1,NtDeviceIoControlFile 24 1,NtReadFile 17 3,NtWriteFile 6 0,LdrGetDllHandle 4275 19,NtQuerySystemInformation 211 0,NtSetValueKey 10 0,CreateDirectoryExW 1 0,CreateThread 11 0,GetSystemDirectoryW 4 0,LoadStringW 27 0,GetVolumeNameForVolumeMountPointW 4 3,NtProtectVirtualMemory 231 0,CoInitializeEx 9 4,RegDeleteValueW 0 1,GlobalMemoryStatus 208 0,socket 12 0,RegSetValueExW 524 0,LdrGetProcedureAddress 6201 0,NtOpenThread 4 0,CopyFileW 1 0,NtEnumerateKey 2 1,NtOpenDirectoryObject 3 0,LdrLoadDll 107 0,UuidCreate 6 0,WriteConsoleW 1 0,CreateToolhelp32Snapshot 23 0,CoUninitialize 18 0,RegCloseKey 776 0,LookupAccountSidW 58 58,GetBestInterfaceEx 1 1,GetNativeSystemInfo 4 0,NtCreateKey 3 0,WSAStartup 5 0,NtTerminateProcess 2 4,SendNotifyMessageW 6 0,CryptCreateHash 7 0,CreateRemoteThread 3 5,GetSystemMetrics 460 72,NtCreateThreadEx 3 0,GetFileSize 0 7,InternetQueryOptionA 1 0,NtAllocateVirtualMemory 123 0,ReadProcessMemory 112 0,CreateDirectoryW 1 4,DeleteFileW 3 0,SHGetFolderPathW 23 0,listen 2 0,GetComputerNameW 1 0,NtResumeThread 10 0,GetFileSizeEx 3 0,CoCreateInstance 31 2,CryptAcquireContextW 7 0,CryptDecodeObjectEx 83 0,FindFirstFileExW 17 4,closesocket 8 0,GetFileInformationByHandleEx 2 0,SetFileInformationByHandle 1 0,NtCreateSection 8 0,NtOpenMutant 0 10,GetFileType 14 0,CreateProcessInternalW 2 0,NtDuplicateObject 48 0,GetSystemWindowsDirectoryA 1 0,DrawTextExW 20 0,InternetCrackUrlW 1 0,GetSystemInfo 8 0,FindWindowW 3 1,NtClose 2670 6,RegDeleteKeyW 0 1,NtOpenProcess 575 23,CryptHashData 25 0,NtFreeVirtualMemory 37 0,Process32NextW 738 23,SizeofResource 54 0,NtMapViewOfSection 10 0,Process32FirstW 23 0,GetKeyState 674 0,LdrUnloadDll 29 0,CertOpenStore 4 0,NtOpenFile 10 0,SetFilePointer 28 0,NtUnmapViewOfSection 14 0,NtQueryDirectoryFile 5 6,SetUnhandledExceptionFilter 0 1,__exception__ 1 0,NtQueryAttributesFile 2 0,NtCreateMutant 718 0,GetAddrInfoW 0 1,bind 4 0,NtOpenKey 103 38,OpenSCManagerW 2 0,FindResourceW 55 0,CertControlStore 10 0,GetFileVersionInfoW 2 0,NtOpenKeyEx 191 208,OpenSCManagerA 2 0,"
019de498b51002ad41fb948e998fb3cfcdb925c0.exe,"GetNativeSystemInfo 1 0,NtOpenSection 0 3,RegCloseKey 65 0,NtReadFile 2 0,NtDuplicateObject 5 0,GetSystemInfo 2 0,RegQueryValueExA 26 43,WSAStartup 1 0,LookupPrivilegeValueW 8 0,NtClose 42 0,RegCreateKeyExA 2 0,GetFileAttributesW 23 0,OpenServiceW 2 0,RegQueryValueExW 1 3,NtFreeVirtualMemory 5 0,FindFirstFileExW 8 167,NtMapViewOfSection 4 0,GetFileSize 3 0,RegOpenKeyExW 4 1,NtDelayExecution 4 0,connect 0 3,NtAllocateVirtualMemory 29 1,RegOpenKeyExA 62 363,NtOpenDirectoryObject 1 0,NtQuerySystemInformation 1 0,OleInitialize 1 0,NtOpenFile 2 0,GetUserNameW 1 0,NtUnmapViewOfSection 1 0,CoCreateInstance 1 0,GetSystemDirectoryW 2 0,NtQueryDirectoryFile 8 8,SetUnhandledExceptionFilter 0 1,GetTempPathW 2 0,NtCreateFile 6 78,GetSystemTimeAsFileTime 2 0,CertOpenSystemStoreA 1 0,RegEnumKeyExA 14 2,closesocket 3 0,NtCreateMutant 4 0,NtProtectVirtualMemory 3 0,SHGetFolderPathW 164 0,LdrGetDllHandle 705 2,NtCreateSection 4 0,socket 4 0,GetUserNameA 2 0,NtOpenKey 3 0,NtOpenMutant 0 4,OpenSCManagerW 1 0,LdrGetProcedureAddress 848 0,RegSetValueExA 1 0,StartServiceA 1 0,SetFileAttributesW 3 0,SetFileTime 3 0,LdrLoadDll 31 0,GetSystemWindowsDirectoryW 1 0,InternetCrackUrlA 8 0,UuidCreate 1 0,NtQueryInformationFile 2 0,NtQueryValueKey 0 3,"
